quarter,manufacturer,registrations
2024-04-01,Satnam Engg Works,6
2019-01-01,Satrac Engineering Pvt Ltd,9
2019-04-01,Satrac Engineering Pvt Ltd,1
2019-07-01,Satrac Engineering Pvt Ltd,1
2019-10-01,Satrac Engineering Pvt Ltd,19
2020-01-01,Satrac Engineering Pvt Ltd,340
2020-04-01,Satrac Engineering Pvt Ltd,844
2020-07-01,Satrac Engineering Pvt Ltd,1049
2020-10-01,Satrac Engineering Pvt Ltd,92
2021-01-01,Satrac Engineering Pvt Ltd,186
2021-04-01,Satrac Engineering Pvt Ltd,110
2021-07-01,Satrac Engineering Pvt Ltd,208
2021-10-01,Satrac Engineering Pvt Ltd,482
2022-01-01,Satrac Engineering Pvt Ltd,456
2022-04-01,Satrac Engineering Pvt Ltd,342
2022-07-01,Satrac Engineering Pvt Ltd,596
2022-10-01,Satrac Engineering Pvt Ltd,400
2023-01-01,Satrac Engineering Pvt Ltd,420
2023-04-01,Satrac Engineering Pvt Ltd,240
2023-07-01,Satrac Engineering Pvt Ltd,378
2023-10-01,Satrac Engineering Pvt Ltd,369
2024-01-01,Satrac Engineering Pvt Ltd,14
2024-04-01,Satrac Engineering Pvt Ltd,6
2019-07-01,Satyanarayana Engg.works,1
2020-01-01,"Satyasai Industries,Dhenkanal",400
2020-04-01,"Satyasai Industries,Dhenkanal",71
2020-07-01,"Satyasai Industries,Dhenkanal",416
2020-10-01,"Satyasai Industries,Dhenkanal",105
2021-01-01,"Satyasai Industries,Dhenkanal",16
2021-04-01,"Satyasai Industries,Dhenkanal",35
2021-10-01,"Satyasai Industries,Dhenkanal",18
2022-01-01,"Satyasai Industries,Dhenkanal",5
2022-04-01,"Satyasai Industries,Dhenkanal",13
2022-07-01,"Satyasai Industries,Dhenkanal",10
2023-10-01,"Satyasai Industries,Dhenkanal",3
2024-01-01,"Satyasai Industries,Dhenkanal",2
2024-04-01,"Satyasai Industries,Dhenkanal",4
2019-01-01,"Satyasai Industries,dhenkanal",19
2019-04-01,"Satyasai Industries,dhenkanal",11
2019-07-01,"Satyasai Industries,dhenkanal",13
2019-10-01,"Satyasai Industries,dhenkanal",22
2019-01-01,Saurabh Electric Auto,3
2019-04-01,Saurabh Electric Auto,6
2019-10-01,Saurabh Electric Auto,3
2021-01-01,Sauryaa Sharyo Corporation,6
2022-10-01,Sauryaa Sharyo Corporation,7
2023-01-01,Sauryaa Sharyo Corporation,9
2019-01-01,Saya Agro Industries,4
2019-04-01,Saya Agro Industries,1
2019-07-01,Saya Agro Industries,3
2019-10-01,Saya Agro Industries,3
2020-01-01,Saya Agro Industries,180
2020-04-01,Saya Agro Industries,7
2020-10-01,Saya Agro Industries,119
2021-01-01,Saya Agro Industries,19
2021-07-01,Saya Agro Industries,4
2021-10-01,Saya Agro Industries,63
2022-01-01,Saya Agro Industries,104
2022-04-01,Saya Agro Industries,45
2022-07-01,Saya Agro Industries,12
2022-10-01,Saya Agro Industries,21
2023-01-01,Saya Agro Industries,21
2023-07-01,Saya Agro Industries,3
2023-10-01,Saya Agro Industries,12
2024-01-01,Saya Agro Industries,6
2024-04-01,Saya Agro Industries,4
2020-01-01,Sbtek E Moto Pvt Ltd,40
2020-04-01,Sbtek E Moto Pvt Ltd,21
2020-07-01,Sbtek E Moto Pvt Ltd,99
2020-10-01,Sbtek E Moto Pvt Ltd,118
2021-01-01,Sbtek E Moto Pvt Ltd,105
2021-04-01,Sbtek E Moto Pvt Ltd,34
2021-07-01,Sbtek E Moto Pvt Ltd,71
2021-10-01,Sbtek E Moto Pvt Ltd,105
2022-01-01,Sbtek E Moto Pvt Ltd,55
2022-04-01,Sbtek E Moto Pvt Ltd,19
2022-07-01,Sbtek E Moto Pvt Ltd,20
2022-10-01,Sbtek E Moto Pvt Ltd,27
2023-01-01,Sbtek E Moto Pvt Ltd,27
2023-04-01,Sbtek E Moto Pvt Ltd,18
2023-07-01,Sbtek E Moto Pvt Ltd,12
2023-10-01,Sbtek E Moto Pvt Ltd,9
2024-01-01,Sbtek E Moto Pvt Ltd,8
2024-04-01,Sbtek E Moto Pvt Ltd,4
2019-01-01,Sca Haevy Equipment Pvt. Ltd,1
2019-04-01,Sca Haevy Equipment Pvt. Ltd,3
2019-07-01,Sca Haevy Equipment Pvt. Ltd,1
2019-10-01,Sca Haevy Equipment Pvt. Ltd,1
2020-01-01,Sca Haevy Equipment Pvt. Ltd,20
2020-07-01,Sca Haevy Equipment Pvt. Ltd,77
2020-10-01,Sca Haevy Equipment Pvt. Ltd,60
2021-01-01,Sca Haevy Equipment Pvt. Ltd,26
2021-04-01,Sca Haevy Equipment Pvt. Ltd,7
2021-07-01,Sca Haevy Equipment Pvt. Ltd,93
2021-10-01,Sca Haevy Equipment Pvt. Ltd,24
2022-01-01,Sca Haevy Equipment Pvt. Ltd,26
2022-04-01,Sca Haevy Equipment Pvt. Ltd,18
2022-07-01,Sca Haevy Equipment Pvt. Ltd,14
2023-01-01,Sca Haevy Equipment Pvt. Ltd,21
2023-04-01,Sca Haevy Equipment Pvt. Ltd,3
2023-07-01,Sca Haevy Equipment Pvt. Ltd,6
2024-01-01,Sca Haevy Equipment Pvt. Ltd,2
2019-01-01,Scania Commercial Vehicles India Pvt Limited,57
2019-04-01,Scania Commercial Vehicles India Pvt Limited,132
2019-07-01,Scania Commercial Vehicles India Pvt Limited,12
2019-10-01,Scania Commercial Vehicles India Pvt Limited,92
2020-01-01,Scania Commercial Vehicles India Pvt Limited,3228
2020-04-01,Scania Commercial Vehicles India Pvt Limited,318
2020-07-01,Scania Commercial Vehicles India Pvt Limited,95
2020-10-01,Scania Commercial Vehicles India Pvt Limited,2014
2021-01-01,Scania Commercial Vehicles India Pvt Limited,255
2021-04-01,Scania Commercial Vehicles India Pvt Limited,45
2021-07-01,Scania Commercial Vehicles India Pvt Limited,173
2021-10-01,Scania Commercial Vehicles India Pvt Limited,367
2022-01-01,Scania Commercial Vehicles India Pvt Limited,692
2022-04-01,Scania Commercial Vehicles India Pvt Limited,143
2022-07-01,Scania Commercial Vehicles India Pvt Limited,14
2022-10-01,Scania Commercial Vehicles India Pvt Limited,341
2023-01-01,Scania Commercial Vehicles India Pvt Limited,51
2023-04-01,Scania Commercial Vehicles India Pvt Limited,39
2023-07-01,Scania Commercial Vehicles India Pvt Limited,33
2023-10-01,Scania Commercial Vehicles India Pvt Limited,138
2024-01-01,Scania Commercial Vehicles India Pvt Limited,30
2024-04-01,Scania Commercial Vehicles India Pvt Limited,78
2022-07-01,Scheuerle Fahrzeug Fabrik(Gmbh),40
2023-01-01,Scheuerle Fahrzeug Fabrik(Gmbh),57
2023-07-01,Scheuerle Fahrzeug Fabrik(Gmbh),12
2023-10-01,Scheuerle Fahrzeug Fabrik(Gmbh),30
2019-01-01,Schwing Stetter India Pl,15
2019-04-01,Schwing Stetter India Pl,10
2019-07-01,Schwing Stetter India Pl,3
2019-10-01,Schwing Stetter India Pl,4
2020-01-01,Schwing Stetter India Pl,80
2020-07-01,Schwing Stetter India Pl,38
2020-10-01,Schwing Stetter India Pl,79
2021-01-01,Schwing Stetter India Pl,50
2021-04-01,Schwing Stetter India Pl,17
2021-07-01,Schwing Stetter India Pl,42
2021-10-01,Schwing Stetter India Pl,33
2022-01-01,Schwing Stetter India Pl,13
2022-04-01,Schwing Stetter India Pl,35
2022-07-01,Schwing Stetter India Pl,20
2022-10-01,Schwing Stetter India Pl,41
2023-01-01,Schwing Stetter India Pl,12
2019-01-01,Scooters India Ltd,1061
2019-04-01,Scooters India Ltd,959
2019-07-01,Scooters India Ltd,944
2019-10-01,Scooters India Ltd,1257
2020-01-01,Scooters India Ltd,34829
2020-04-01,Scooters India Ltd,10082
2020-07-01,Scooters India Ltd,80
2020-10-01,Scooters India Ltd,243
2021-01-01,Scooters India Ltd,61
2021-04-01,Scooters India Ltd,2
2021-07-01,Scooters India Ltd,4
2021-10-01,Scooters India Ltd,161
2022-01-01,Scooters India Ltd,10
2022-04-01,Scooters India Ltd,14
2022-07-01,Scooters India Ltd,4
2022-10-01,Scooters India Ltd,7
2023-07-01,Scooters India Ltd,3
2024-01-01,Scooters India Ltd,2
2020-01-01,Sdlg,42
2020-04-01,Sdlg,2
2020-07-01,Sdlg,19
2023-04-01,Sdr Auto Pvt Ltd,3
2023-10-01,Sdr Auto Pvt Ltd,3
2019-07-01,Sealion Automobile Pvt Ltd,1
2019-10-01,Sealion Automobile Pvt Ltd,13
2020-01-01,Sealion Automobile Pvt Ltd,100
2020-04-01,Sealion Automobile Pvt Ltd,3
2020-07-01,Sealion Automobile Pvt Ltd,155
2020-10-01,Sealion Automobile Pvt Ltd,3
2021-01-01,Sealion Automobile Pvt Ltd,28
2021-04-01,Sealion Automobile Pvt Ltd,28
2021-07-01,Sealion Automobile Pvt Ltd,24
2021-10-01,Sealion Automobile Pvt Ltd,67
2022-01-01,Sealion Automobile Pvt Ltd,40
2022-04-01,Sealion Automobile Pvt Ltd,83
2022-07-01,Sealion Automobile Pvt Ltd,72
2022-10-01,Sealion Automobile Pvt Ltd,23
2023-01-01,Sealion Automobile Pvt Ltd,24
2023-04-01,Sealion Automobile Pvt Ltd,42
2023-07-01,Sealion Automobile Pvt Ltd,36
2023-10-01,Sealion Automobile Pvt Ltd,6
2024-01-01,Sealion Automobile Pvt Ltd,10
2024-04-01,Sealion Automobile Pvt Ltd,14
2023-04-01,Seamless Autotech Pvt Ltd,66
2024-04-01,Seamless Autotech Pvt Ltd,26
2020-10-01,Sec Rjmt Engg.Pvt.Ltd.,39
2021-01-01,Sec Rjmt Engg.Pvt.Ltd.,1
2021-10-01,Sec Rjmt Engg.Pvt.Ltd.,5
2022-04-01,Sec Rjmt Engg.Pvt.Ltd.,5
2022-10-01,Sec Rjmt Engg.Pvt.Ltd.,12
2023-01-01,Sec Rjmt Engg.Pvt.Ltd.,3
2019-01-01,Sec Rjmt Engg.pvt.ltd.,3
2019-04-01,Sec Rjmt Engg.pvt.ltd.,2
2019-01-01,Sec-Rjmt Engineering Pvt Ltd,5
2019-04-01,Sec-Rjmt Engineering Pvt Ltd,6
2019-07-01,Sec-Rjmt Engineering Pvt Ltd,5
2019-10-01,Sec-Rjmt Engineering Pvt Ltd,5
2020-01-01,Sec-Rjmt Engineering Pvt Ltd,100
2020-04-01,Sec-Rjmt Engineering Pvt Ltd,21
2020-07-01,Sec-Rjmt Engineering Pvt Ltd,99
2020-10-01,Sec-Rjmt Engineering Pvt Ltd,61
2021-01-01,Sec-Rjmt Engineering Pvt Ltd,37
2021-04-01,Sec-Rjmt Engineering Pvt Ltd,11
2021-07-01,Sec-Rjmt Engineering Pvt Ltd,57
2021-10-01,Sec-Rjmt Engineering Pvt Ltd,31
2022-01-01,Sec-Rjmt Engineering Pvt Ltd,15
2022-04-01,Sec-Rjmt Engineering Pvt Ltd,40
2022-07-01,Sec-Rjmt Engineering Pvt Ltd,65
2022-10-01,Sec-Rjmt Engineering Pvt Ltd,64
2023-01-01,Sec-Rjmt Engineering Pvt Ltd,59
2023-04-01,Sec-Rjmt Engineering Pvt Ltd,18
2023-07-01,Sec-Rjmt Engineering Pvt Ltd,61
2023-10-01,Sec-Rjmt Engineering Pvt Ltd,82
2024-01-01,Sec-Rjmt Engineering Pvt Ltd,54
2024-04-01,Sec-Rjmt Engineering Pvt Ltd,48
2023-04-01,Seeka E Motors Pvt Ltd,3
2023-10-01,Seeka E Motors Pvt Ltd,6
2024-01-01,Seeka E Motors Pvt Ltd,10
2024-04-01,Seeka E Motors Pvt Ltd,8
2022-10-01,"Sembhi Argo Ind,Sambalpur",13
2019-01-01,Sen And Pandit Voltage Control Pvt Ltd,23
2019-04-01,Sen And Pandit Voltage Control Pvt Ltd,11
2019-07-01,Sen And Pandit Voltage Control Pvt Ltd,5
2019-10-01,Sen And Pandit Voltage Control Pvt Ltd,10
2020-01-01,Sen And Pandit Voltage Control Pvt Ltd,420
2020-04-01,Sen And Pandit Voltage Control Pvt Ltd,10
2020-07-01,Sen And Pandit Voltage Control Pvt Ltd,78
2020-10-01,Sen And Pandit Voltage Control Pvt Ltd,57
2021-01-01,Sen And Pandit Voltage Control Pvt Ltd,71
2021-04-01,Sen And Pandit Voltage Control Pvt Ltd,2
2021-07-01,Sen And Pandit Voltage Control Pvt Ltd,48
2021-10-01,Sen And Pandit Voltage Control Pvt Ltd,46
2022-01-01,Sen And Pandit Voltage Control Pvt Ltd,64
2022-04-01,Sen And Pandit Voltage Control Pvt Ltd,52
2022-07-01,Sen And Pandit Voltage Control Pvt Ltd,74
2022-10-01,Sen And Pandit Voltage Control Pvt Ltd,149
2023-01-01,Sen And Pandit Voltage Control Pvt Ltd,21
2023-04-01,Sen And Pandit Voltage Control Pvt Ltd,33
2023-07-01,Sen And Pandit Voltage Control Pvt Ltd,66
2023-10-01,Sen And Pandit Voltage Control Pvt Ltd,42
2024-01-01,Sen And Pandit Voltage Control Pvt Ltd,30
2024-04-01,Sen And Pandit Voltage Control Pvt Ltd,14
2021-01-01,Sennebogen Excavator 821E,1
2021-10-01,Sennebogen Excavator 821E,6
2022-07-01,Sennebogen Excavator 821E,6
2023-07-01,Sennebogen Excavator 821E,3
2023-10-01,Sennebogen Excavator 821E,3
2019-01-01,Seth Industrial Corporation,14
2019-04-01,Seth Industrial Corporation,14
2019-07-01,Seth Industrial Corporation,17
2019-10-01,Seth Industrial Corporation,34
2020-01-01,Seth Industrial Corporation,740
2020-04-01,Seth Industrial Corporation,91
2020-07-01,Seth Industrial Corporation,103
2020-10-01,Seth Industrial Corporation,379
2021-01-01,Seth Industrial Corporation,257
2021-04-01,Seth Industrial Corporation,142
2021-07-01,Seth Industrial Corporation,160
2021-10-01,Seth Industrial Corporation,325
2022-01-01,Seth Industrial Corporation,164
2022-04-01,Seth Industrial Corporation,465
2022-07-01,Seth Industrial Corporation,864
2022-10-01,Seth Industrial Corporation,1147
2023-01-01,Seth Industrial Corporation,464
2023-04-01,Seth Industrial Corporation,916
2023-07-01,Seth Industrial Corporation,677
2023-10-01,Seth Industrial Corporation,744
2024-01-01,Seth Industrial Corporation,655
2024-04-01,Seth Industrial Corporation,392
2019-01-01,Sethji Industries,4
2019-07-01,Sethji Industries,1
2019-10-01,Sethji Industries,1
2020-04-01,Sethji Industries,42
2020-07-01,Sethji Industries,44
2020-10-01,Sethji Industries,39
2021-01-01,Sethji Industries,24
2021-04-01,Sethji Industries,2
2021-07-01,Sethji Industries,9
2022-10-01,Sf2 E Vehicle Pvt Ltd,88
2023-01-01,Sf2 E Vehicle Pvt Ltd,61
2023-04-01,Sf2 E Vehicle Pvt Ltd,51
2023-07-01,Sf2 E Vehicle Pvt Ltd,22
2023-10-01,Sf2 E Vehicle Pvt Ltd,17
2024-01-01,Sf2 E Vehicle Pvt Ltd,7
2024-04-01,Sf2 E Vehicle Pvt Ltd,2
2020-10-01,Sgl Industries,20
2021-01-01,Sgl Industries,1
2021-07-01,Sgl Industries,4
2021-10-01,Sgl Industries,1
2019-01-01,Sglline Motors Pvt Ltd,11
2019-07-01,Sglline Motors Pvt Ltd,5
2019-10-01,Sglline Motors Pvt Ltd,12
2020-01-01,Sglline Motors Pvt Ltd,220
2020-04-01,Sglline Motors Pvt Ltd,103
2020-07-01,Sglline Motors Pvt Ltd,160
2020-10-01,Sglline Motors Pvt Ltd,492
2021-01-01,Sglline Motors Pvt Ltd,144
2021-04-01,Sglline Motors Pvt Ltd,10
2021-07-01,Sglline Motors Pvt Ltd,10
2021-10-01,Sglline Motors Pvt Ltd,25
2022-01-01,Sglline Motors Pvt Ltd,35
2022-04-01,Sglline Motors Pvt Ltd,58
2022-07-01,Sglline Motors Pvt Ltd,134
2022-10-01,Sglline Motors Pvt Ltd,115
2023-01-01,Sglline Motors Pvt Ltd,42
2023-04-01,Sglline Motors Pvt Ltd,3
2023-07-01,Sglline Motors Pvt Ltd,33
2023-10-01,Sglline Motors Pvt Ltd,15
2024-01-01,Sglline Motors Pvt Ltd,38
2024-04-01,Sglline Motors Pvt Ltd,2
2019-01-01,Shah Agro Engg Works,2
2019-04-01,Shah Agro Engg Works,2
2019-07-01,Shah Agro Engg Works,1
2019-10-01,Shah Agro Engg Works,3
2020-07-01,Shah Agro Engg Works,40
2020-10-01,Shah Agro Engg Works,21
2021-01-01,Shah Agro Engg Works,1
2021-10-01,Shah Agro Engg Works,6
2022-07-01,Shah Agro Engg Works,6
2023-07-01,Shah Agro Engg Works,3
2023-07-01,Shailendra Autos Pvt Ltd,24
2023-10-01,Shailendra Autos Pvt Ltd,96
2024-01-01,Shailendra Autos Pvt Ltd,82
2024-04-01,Shailendra Autos Pvt Ltd,54
2019-01-01,Shakti Auto Green,51
2019-04-01,Shakti Auto Green,50
2019-07-01,Shakti Auto Green,38
2019-10-01,Shakti Auto Green,47
2020-01-01,Shakti Auto Green,1000
2020-04-01,Shakti Auto Green,442
2020-07-01,Shakti Auto Green,954
2020-10-01,Shakti Auto Green,1413
2021-01-01,Shakti Auto Green,676
2021-04-01,Shakti Auto Green,129
2021-07-01,Shakti Auto Green,422
2021-10-01,Shakti Auto Green,666
2022-01-01,Shakti Auto Green,643
2022-04-01,Shakti Auto Green,300
2022-07-01,Shakti Auto Green,652
2022-10-01,Shakti Auto Green,1000
2023-01-01,Shakti Auto Green,505
2023-04-01,Shakti Auto Green,506
2023-07-01,Shakti Auto Green,670
2023-10-01,Shakti Auto Green,718
2024-01-01,Shakti Auto Green,477
2024-04-01,Shakti Auto Green,348
2021-01-01,"Shakti En Works Haladiapadar,Berhampur,Ganjam",15
2021-04-01,"Shakti En Works Haladiapadar,Berhampur,Ganjam",1
2021-07-01,"Shakti En Works Haladiapadar,Berhampur,Ganjam",8
2022-04-01,"Shakti En Works Haladiapadar,Berhampur,Ganjam",6
2022-07-01,"Shakti En Works Haladiapadar,Berhampur,Ganjam",2
2023-07-01,"Shakti En Works Haladiapadar,Berhampur,Ganjam",3
2024-01-01,"Shakti En Works Haladiapadar,Berhampur,Ganjam",2
2019-01-01,Shakti Engineering Work,3
2019-04-01,Shakti Engineering Work,1
2019-07-01,Shakti Engineering Work,3
2019-10-01,Shakti Engineering Work,11
2020-01-01,Shakti Engineering Work,200
2020-04-01,Shakti Engineering Work,142
2020-07-01,Shakti Engineering Work,183
2020-10-01,Shakti Engineering Work,158
2021-01-01,Shakti Engineering Work,87
2021-04-01,Shakti Engineering Work,52
2021-07-01,Shakti Engineering Work,66
2021-10-01,Shakti Engineering Work,38
2022-01-01,Shakti Engineering Work,21
2022-04-01,Shakti Engineering Work,36
2022-07-01,Shakti Engineering Work,24
2022-10-01,Shakti Engineering Work,31
2023-01-01,Shakti Engineering Work,36
2023-04-01,Shakti Engineering Work,6
2024-01-01,Shakti Engineering Work,4
2019-01-01,Shaktiman Agro Industries,13
2019-04-01,Shaktiman Agro Industries,8
2019-07-01,Shaktiman Agro Industries,15
2019-10-01,Shaktiman Agro Industries,16
2020-01-01,Shaktiman Agro Industries,220
2020-04-01,Shaktiman Agro Industries,42
2020-07-01,Shaktiman Agro Industries,98
2020-10-01,Shaktiman Agro Industries,98
2021-01-01,Shaktiman Agro Industries,189
2021-04-01,Shaktiman Agro Industries,56
2021-07-01,Shaktiman Agro Industries,107
2021-10-01,Shaktiman Agro Industries,67
2022-01-01,Shaktiman Agro Industries,118
2022-04-01,Shaktiman Agro Industries,61
2022-07-01,Shaktiman Agro Industries,52
2022-10-01,Shaktiman Agro Industries,59
2023-01-01,Shaktiman Agro Industries,85
2023-04-01,Shaktiman Agro Industries,99
2023-07-01,Shaktiman Agro Industries,30
2023-10-01,Shaktiman Agro Industries,112
2024-01-01,Shaktiman Agro Industries,37
2024-04-01,Shaktiman Agro Industries,36
2020-01-01,Shaktti Constructions Equipment Pvt Ltd,40
2020-04-01,Shaktti Constructions Equipment Pvt Ltd,21
2020-07-01,Shaktti Constructions Equipment Pvt Ltd,160
2020-10-01,Shaktti Constructions Equipment Pvt Ltd,505
2021-01-01,Shaktti Constructions Equipment Pvt Ltd,231
2021-04-01,Shaktti Constructions Equipment Pvt Ltd,126
2021-07-01,Shaktti Constructions Equipment Pvt Ltd,123
2021-10-01,Shaktti Constructions Equipment Pvt Ltd,59
2022-01-01,Shaktti Constructions Equipment Pvt Ltd,152
2022-04-01,Shaktti Constructions Equipment Pvt Ltd,249
2022-07-01,Shaktti Constructions Equipment Pvt Ltd,277
2022-10-01,Shaktti Constructions Equipment Pvt Ltd,243
2023-01-01,Shaktti Constructions Equipment Pvt Ltd,240
2023-04-01,Shaktti Constructions Equipment Pvt Ltd,211
2023-07-01,Shaktti Constructions Equipment Pvt Ltd,182
2023-10-01,Shaktti Constructions Equipment Pvt Ltd,245
2024-01-01,Shaktti Constructions Equipment Pvt Ltd,210
2024-04-01,Shaktti Constructions Equipment Pvt Ltd,113
2022-07-01,Shalya Auto Sales Pvt Ltd,510
2022-10-01,Shalya Auto Sales Pvt Ltd,701
2023-01-01,Shalya Auto Sales Pvt Ltd,452
2023-04-01,Shalya Auto Sales Pvt Ltd,472
2023-07-01,Shalya Auto Sales Pvt Ltd,459
2023-10-01,Shalya Auto Sales Pvt Ltd,477
2024-01-01,Shalya Auto Sales Pvt Ltd,364
2024-04-01,Shalya Auto Sales Pvt Ltd,200
2023-04-01,Shammi Electronics,21
2023-07-01,Shammi Electronics,42
2023-10-01,Shammi Electronics,21
2024-01-01,Shammi Electronics,24
2024-04-01,Shammi Electronics,6
2021-01-01,Shan Agro Tech,3
2021-10-01,Shan Agro Tech,18
2019-01-01,Shandong Ling. Con. M. Co. Ltd,1
2021-01-01,Shanthinatha Trailor,6
2019-04-01,Sharma Auto Mobiles,1
2021-01-01,Sharma Auto Mobiles,12
2022-07-01,Sharma Auto Mobiles,4
2019-04-01,"Sharma Motor, Bargarh",1
2019-10-01,"Sharma Motor, Bargarh",3
2020-01-01,"Sharma Motor, Bargarh",80
2020-04-01,"Sharma Motor, Bargarh",41
2020-07-01,"Sharma Motor, Bargarh",21
2020-10-01,"Sharma Motor, Bargarh",1
2019-01-01,Sharma-Sharma Engn Works,24
2019-04-01,Sharma-Sharma Engn Works,16
2019-07-01,Sharma-Sharma Engn Works,9
2019-10-01,Sharma-Sharma Engn Works,5
2020-01-01,Sharma-Sharma Engn Works,40
2020-04-01,Sharma-Sharma Engn Works,43
2020-07-01,Sharma-Sharma Engn Works,118
2020-10-01,Sharma-Sharma Engn Works,174
2021-01-01,Sharma-Sharma Engn Works,76
2021-04-01,Sharma-Sharma Engn Works,36
2021-07-01,Sharma-Sharma Engn Works,88
2021-10-01,Sharma-Sharma Engn Works,24
2022-04-01,Sharma-Sharma Engn Works,21
2022-07-01,Sharma-Sharma Engn Works,2
2022-10-01,Sharma-Sharma Engn Works,29
2023-01-01,Sharma-Sharma Engn Works,2
2023-04-01,Sharma-Sharma Engn Works,2
2023-07-01,Sharma-Sharma Engn Works,9
2023-10-01,Sharma-Sharma Engn Works,3
2024-01-01,Sharma-Sharma Engn Works,1
2019-04-01,"Sheet Profile, Berhampur",1
2019-10-01,"Sheet Profile, Berhampur",1
2020-07-01,"Sheet Profile, Berhampur",20
2019-01-01,Shehal Preet Engg Works,1
2021-01-01,Shehal Preet Engg Works,1
2021-07-01,Shehal Preet Engg Works,8
2019-01-01,Shehalpreet Engg Works,1
2019-04-01,Shehalpreet Engg Works,2
2019-07-01,Shehalpreet Engg Works,2
2019-10-01,Shehalpreet Engg Works,4
2020-01-01,Shehalpreet Engg Works,20
2020-07-01,Shehalpreet Engg Works,180
2020-10-01,Shehalpreet Engg Works,46
2021-01-01,Shehalpreet Engg Works,51
2021-04-01,Shehalpreet Engg Works,73
2021-07-01,Shehalpreet Engg Works,60
2021-10-01,Shehalpreet Engg Works,22
2022-01-01,Shehalpreet Engg Works,46
2022-04-01,Shehalpreet Engg Works,79
2022-07-01,Shehalpreet Engg Works,60
2022-10-01,Shehalpreet Engg Works,14
2023-01-01,Shehalpreet Engg Works,15
2023-04-01,Shehalpreet Engg Works,45
2024-04-01,Shehalpreet Engg Works,4
2020-01-01,"Shekhar Engineering,Jajpur",260
2020-04-01,"Shekhar Engineering,Jajpur",7
2020-07-01,"Shekhar Engineering,Jajpur",40
2020-10-01,"Shekhar Engineering,Jajpur",98
2021-01-01,"Shekhar Engineering,Jajpur",23
2021-04-01,"Shekhar Engineering,Jajpur",10
2021-07-01,"Shekhar Engineering,Jajpur",12
2022-01-01,"Shekhar Engineering,Jajpur",13
2022-04-01,"Shekhar Engineering,Jajpur",16
2022-10-01,"Shekhar Engineering,Jajpur",7
2023-01-01,"Shekhar Engineering,Jajpur",3
2023-04-01,"Shekhar Engineering,Jajpur",3
2023-07-01,"Shekhar Engineering,Jajpur",3
2019-01-01,"Shekhar Engineering,jajpur",3
2019-04-01,"Shekhar Engineering,jajpur",3
2019-10-01,"Shekhar Engineering,jajpur",7
2024-01-01,Shema E- Vehcile & Solar Pvt Ltd,1498
2024-04-01,Shema E- Vehcile & Solar Pvt Ltd,1638
2020-01-01,Shera Electrical Auto Pvt Ltd,20
2022-01-01,Shera Electrical Auto Pvt Ltd,6
2023-10-01,Sheraram Trailers,3
2019-01-01,Shigan Evoltz Ltd,132
2019-04-01,Shigan Evoltz Ltd,144
2019-07-01,Shigan Evoltz Ltd,191
2019-10-01,Shigan Evoltz Ltd,400
2020-01-01,Shigan Evoltz Ltd,5340
2020-04-01,Shigan Evoltz Ltd,985
2020-07-01,Shigan Evoltz Ltd,1853
2020-10-01,Shigan Evoltz Ltd,911
2021-01-01,Shigan Evoltz Ltd,1023
2021-04-01,Shigan Evoltz Ltd,333
2021-07-01,Shigan Evoltz Ltd,660
2021-10-01,Shigan Evoltz Ltd,1549
2022-01-01,Shigan Evoltz Ltd,1458
2022-04-01,Shigan Evoltz Ltd,1531
2022-07-01,Shigan Evoltz Ltd,1504
2022-10-01,Shigan Evoltz Ltd,813
2023-01-01,Shigan Evoltz Ltd,290
2023-04-01,Shigan Evoltz Ltd,285
2023-07-01,Shigan Evoltz Ltd,481
2023-10-01,Shigan Evoltz Ltd,249
2024-01-01,Shigan Evoltz Ltd,159
2024-04-01,Shigan Evoltz Ltd,62
2019-01-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),12
2019-04-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),19
2019-07-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),15
2019-10-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),14
2020-01-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),60
2020-04-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),40
2020-07-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),99
2020-10-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),1
2021-01-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),10
2021-04-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),12
2021-07-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),20
2021-10-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),26
2022-01-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),7
2022-04-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),11
2022-07-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),2
2022-10-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),10
2023-01-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),48
2023-04-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),74
2023-07-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),94
2023-10-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),117
2024-01-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),115
2024-04-01,Shine Metal Udyog Pvt Ltd (Unit- Ii),70
